mark,text,url
0.0,"Жалоба на ПАО СбербанкЯ, Волкова Светлана Евгеньевна , прошу  помочь мне в решении моейпроблемы, так как ПАО Сбербанк нарушает мои права .В июле 2017 г обратилась в ПАО Сбербанк  Центрально –Черноземного банка с заявлением повыводу моего бывшего мужа из состава созаемщиков по ипотечному кредиту №134721",https://www.banki.ru/services/responses/bank/response/10122981/
0.0,"26 декабря 2017 года мы с супругой, ( входящий в перечень структурных подразделений банка-агента) за страховым возмещением К.Б ."" Канский"" Но нам заявили, что данный доп. офис ранее не участвовал в страховых выплатах и они не знают. что с нами делать!  Сначала мотивировали тем, что у них нет необходимой программы. После телефонных переговоров с вышестоящим руководством, нам предложили открыть счета в Сбербанке.  Получив наш отказ,заявили, что выплаты только начались первый день,  и мы должны прийти ""когда-нибудь потом"" и сделать предварительный заказ. Далее оказалось, что в кассе нет денег и сегодня никто их доставлять не будет. Операционистка нам объясняла,что мы сами виноваты в том, что заранее не сделали предварительный заказ денежных средств.  Такой некомпетентности я не встречал ни в одном банке. Вкладчик вправе обратиться  в любое подразделение банка-агента для получения денежных средств, указанное на официальном сайте АСВ и никто не вправе принуждать клиента открывать счета в банке-агенте, чтобы оставить там свои денежные средства.                                               alanya  28/12/2017.",https://www.banki.ru/services/responses/bank/response/10123091/
0.0,"В августе по телефону горячей линии озвучили сумму для полного погашения задолженности, указанная оператором сумма была переведена на счет для погашения, как меня уверили, регистрировать никаких заявлений не требуется, а в дату платежа сумма будет списана со счета и кредит будет закрыт. Спустя 4 месяца мне приходит СМС о том, что необходимо внести ЕЖЕМЕСЯЧНЫЙ ПЛАТЁЖ!!!",https://www.banki.ru/services/responses/bank/response/10123123/
0.0,Добрый день.,https://www.banki.ru/services/responses/bank/response/10122957/
0.0,"Ужасно. Делали валютный перевод в Евро 27.12.18, внутренний курс Росбанка на вчера составил 1 Евро = 70 руб. При этом курс ЦБ  68,5422. Не много ни мало 3%. Вопрос: когда у Росбанка внутренний курс будет в два раза больше ЦБ, в три раза? Что это, предсмертный синдром или негласный запрет на валютные переводы? Или это последний шанс отжать деньги у клиентов? Поясните, пожалуйста.",https://www.banki.ru/services/responses/bank/response/10123124/
0.0,"27 декабря 2017 года в районе 13:30 я приехал в отделение уральского филиала банка ПАО КБ ""Восточный"" по адресу: г. Челябинск, ул. Воровского, д. 11 для обмена билетов Банка России достоинством 1000 руб. в количестве 4 шт. на общую сумму 4000 руб. на билеты Банка России достоинством 2000 руб. в количестве 2 шт. на общую сумму 4000 руб.",https://www.banki.ru/services/responses/bank/response/10122955/
0.0,начало истории было в мае этого года.,https://www.banki.ru/services/responses/bank/response/10122930/
0.0,"Обществом с ограниченной ответственностью «Титан» - далее «Общество»,былоткрыт расчетный счет в ПАО «Уральский банк реконструкции и развития» - далее",https://www.banki.ru/services/responses/bank/response/10122929/
0.0,Служба безопасности банка действует непредсказуемо и неадекватно.,https://www.banki.ru/services/responses/bank/response/10122931/
0.0,Привет дорогой Тинькофф Банк!,https://www.banki.ru/services/responses/bank/response/10122876/
1.0,"Обратившись в ДО Проспект Вернадского, была удивлена отзывчивость сотрудников. Я попала к менеджеру Васильева Марина. Я планирую в январе делать валютный перевод и пришла в Банк, чтобы проконсультироваться как это сделать, какая комиссия, что необходимо для перевода. Марина все очень грамотно и понятно объяснила, а также (для меня это было новость, что если делать перевод в интернет-банке, то комиссии не будет, т.к. у меня есть карта PRIME). Я уже давно пользуюсь этой картой, но про такую особенность мне никто не говорил. Марина любезно дала свою визитку, чтобы я могла ей позвонить, в случае, если у меня возникнут новые вопросы и проблемы с переводом. Я очень благодарна Марине за доступные объяснения и отзывчивость.",https://www.banki.ru/services/responses/bank/response/10123008/
0.0,Предыстория..,https://www.banki.ru/services/responses/bank/response/10122902/
1.0,"Я, в лице представителя организации ООО ""Лидер"" выражаю благодарность коллективу ДО ""Автозаводская"" за помощь и внимательное отношение, несмотря на то, что сотрудников в отделении мало, но они всегда стараются помочь оперативно. Также выражаем благодарность сотрудникам терминальной сети за установку терминала с функцией Pay pass. Установили быстро, оперативно. Всему коллективу большое спасибо. Отдельно хотим поблагодарить Зинич Ирину Яковлевну за профессионализм! С наступающим Новым Годом, всех благ! Надеемся на продуктивное сотрудничество и в следующим году!)",https://www.banki.ru/services/responses/bank/response/10122932/
0.0,Скажите почему уже два дня человек в отделении на Луговой не может получить перевод из Франции несчастные 50 евро. Я в данный момент нахожусь в Париже отправила перевод по системе контакт И.С 26.12 . Уже два дня не могут выдать. Разберитесь пожалуйста в чем проблемма................................................................................................................................,https://www.banki.ru/services/responses/bank/response/10122933/
0.0,"То что пишут, что быстро открывают счёт и сразу отвечают на запросы это правда, тариф низкий - это тоже правда. Но разве никто не знает про тариф Модуль Банка ""Резервный""? На него переводят через 30 дней после запроса документов. Его стоимость 30 000 руб. в период с момента перевода на этот тариф и до конца месяца. То есть если вас перевели на него 30 числа, то спишут 30 000 за один день и первого числа снова спишут 30 000 за полный месяц. И никакие доводы не помогут, деньги не вернут.",https://www.banki.ru/services/responses/bank/response/10122935/
1.0,"Хочу выразить огромную благодарность сотрудникам отселения Владиславу (возможно Вячеслав) Котис ( тоже могу ошибиться, заранее извиняюсь). Этот консультант операционного зала в полной мере помог разобраться в работе Сбербанк-онлайн, открыть вклад, при этом подробно рассказал про условия), при работе с нами не отвлекался, вникал наши вопросы и отвечая на них. Для руководства: если бы я была тайным покупателем, его балл был бы 120 из 100)))молодец сотрудник!!!так держать)",https://www.banki.ru/services/responses/bank/response/10122937/
0.0,"В моем личном рейтинге абсурдности Банк Москвы выходит на второе место из пяти, сразу после лидера столетия Сбербанка.",https://www.banki.ru/services/responses/bank/response/10122934/
1.0,"Уважаемый Альфабанк! Я с вами уже почти пятнадцать лет и всегда был доволен именно вашим технологическим превосходством, как можно все сделать быстро и просто, с какой скоростью обрабатываются переводы и операции, как решаются проблемы. Но в конце 2017 года вам должно быть стыдно требовать от пользователя посетить отделение лично для смены пакета услуг с архивного на заменяющий его текущий, и это при том, что при обращениях по телефону ваши сотрудники постоянно сами напоминают об этом, а в отделениях и вовсе ""угрожают"" срочной необходимостью смены пакета услуг на новый. Вдобавок к этому, вы уже много лет не можете придумать дистанционную процедуру для списания средств за обслуживание пакета услуг за год вперед, все так же приходится ехать в отделение и писать заявление(!), это очень грустно и никак не соответствует вашему высокотехнологичному облику.",https://www.banki.ru/services/responses/bank/response/10122939/
1.0,"Добрый день! Столкнулась с такой ситуацией, что не могла привязать карту к Apple Pay. Сотрудник по имени Никита доходчиво и терпеливо объяснил, как я могу привязать карту, сориентировал меня по приложению, так как сложно было разобраться, куда нужно зайти.",https://www.banki.ru/services/responses/bank/response/10122938/
1.0,"Хочу выразить огромную благодарность Пиуновой Анастасии, ассистенту отдела по работе с вип клиентами. Сотрудник сделал все возможное (и полагаю невозможное) чтобы мы получили свой кредит, хотя были проблемы (мы забыли эцп). Специалист не просто на пять с плюсом знает внутренние инструкции банка (не тратит время на изучение проблемы а сразу ее решает), но при этом по человечески просто и без пафоса обслуживает клиентов ( не только нас). Непонятно одно - почему она ассистент???такие сотрудники как минимум должны быть ведущими специалистами. Я просто помню Анастасия ещё в отделении на сенной площади, и только с хорошей стороны. Хотелось бы чтобы руководство по достоинству оценило знания а также умение Анастасии правильно и корректно работать с клиентами. Надеюсь в следующий раз увидеть ее в команде управления. В общем и целом, сиена персонала в этом отделении пошла на пользу Сбербанку. Ребята молодцы!!!",https://www.banki.ru/services/responses/bank/response/10122943/
0.0,"Брала денежный кредит в Почта Банке, все устраивало, кроме одного: я не хотела оформлять страховку. Сотрудница данного банка уверила меня, что, к сожалению, она не может отменить ее, но я смогу в течении 5 дней после подписания оной услуги отказаться от страховки в отделении ВТБ, подписав отказ. Спрашивала я у нее это неоднократно: до, во время и после подписания (и подписала я его только через неделю) - да - говорила она - сможете отказаться!",https://www.banki.ru/services/responses/bank/response/10122942/
1.0,"Вчера я, не разобравшись в ситуации, оставила негативный отзыв о том что  мне не выдали договор об открытии текущего счета. Немедленно мне позвонила сотрудница банка и разъяснила ситуацию. Оказалось, что при открытии вкладов клиент присоединяется к договору оферты, в котором все подробнейшим образом объяснено. Сегодня пополняла вклад в офисе на Земляном Валу, куда переехал офис с Новокузнецкой. Офис отличный, работа персонала четкая и слаженная.  Все сомнения были квалифицированно разъяснены. Еще раз приношу извинения банку и персоналу.",https://www.banki.ru/services/responses/bank/response/10122944/
0.0,"В банке Траст никогда кредитов не имел. Но к сожалению моя мать взяла там кредит. Это я позже узнал от сотрудников банка, так как она оставила мой номер телефона. После неоднократных объяснений банку о том что с матерью я контакт не поддерживаю и ничего о кредите не знаю звонки не прекратились. Я позвонил на горячую линию и узнал следующее. Нужно писменое заявление о том что бы мой номер был удален из базы. Но в моем городе нет их отделения!!!!! И это уже не их проблемы!!! По сей день по нескольку звонков в день... Вот такой""замечательный"" сервис...",https://www.banki.ru/services/responses/bank/response/10122947/
0.0,"27.12.2017 я обратилась в колл центр по поводу перекредитования.На данный момент имею кредит в этом банке,который заканчивается в сентябре 2019 года.Девушка Евгения очень любезно ответила на все мои вопросы,предложила оформить заявку.Очень важно для меня было,чтобы сроки моего текущего кредита и перекредитования не менялись,то есть если я соглашусь на перекредитование,нужно чтобы сроки были такими же,я об этом НЕОДНОКРАТНО говорила.Евгения заполнила заявку,сказала,что перезвонит и скажет есть одобрение или нет.Через минут 10 она перезвонила,сказала,что,перекредитование одобрено.Я поехала в банк,чтобы подписать документы,и тут меня ждал неприятный сюрприз,так как оказывается я буду выплачивать кредит не 21 месяц,как обговаривалось изначально,а 23!То есть мне взяли прибавили два месяца и не предупредили меня об этом.Почему девушка,которая мне звонила не сообщила,что мне прибавили еще два месяца???Очень жаль потраченного времени,доверия больше к этому банку нет,выплачу текущий кредит и буду обходить его стороной и другим не посоветую.P.S. всегда была самого лучшего мнения об этом банке.",https://www.banki.ru/services/responses/bank/response/10122949/
1.0,"В общем, мой первый позитивный отзыв :-) Хочу отметить хорошую работу тульского офиса Росбанка в 2017 году. Благодаря Денису Александровичу Каштанову, начальнику тульского офиса, подразделение работает без сбоев. Мой персональный менеджер, Екатерина Сергеевна Онохова - молодец. Все запросы (а были в этом году и нестандартные) отрабатываются с хорошим результатом. Минимум незначительных ошибок (кто их не делает?), быстрое исправление, максимум оперативности,  профессионального подхода, терпения и невозмутимости :-).  Все заявленные сервисы работают как надо, все четко, никаких проблем. В общем, по результатами второго года моего общения с банком и филиалом в Туле я доволен: когда мало на что можно пожаловаться, и когда нет негатива и все работает без приложения специальных усилий - так это самое главное и самая лучшая моя оценка.",https://www.banki.ru/services/responses/bank/response/10122936/
0.0,Провёл рефинансирование из ВТБ24 (,https://www.banki.ru/services/responses/bank/response/10122948/
0.0,"Вот уж никогда не думала, что придется написать отзыв именно о Тинькофф Банке, к которому я не имею никакого отношения от слова ""совсем"".",https://www.banki.ru/services/responses/bank/response/10122951/
0.0,"Сегодня в головном офисе единственный телефон, который указан на сайте, был занят или не отвечал вообще после 17-45, хотя банк работает до 19-30. В другом офисе банка мне отказались предоставить информацию о подтверждении перевода средств на мой счет. Непонятно для чего существуют телефоны в банке (только для личных разговоров сотрудников?). Почему до конца рабочего дня нет возможности связаться с сотрудниками, если секретарь ушла домой или по своим делам?",https://www.banki.ru/services/responses/bank/response/10122950/
0.0,"Являюсь заёмщиком АИЖК. Соответственно, сервисное обслуживание мне предоставляет ВТБ. Отправил 20 декабря безналом средства в счёт полного дострочного погашения. До сих пор не могу узнать, дошли ли они до АИЖК - у операторов база ""не обновляется"".  Претензии к качеству обслуживания:",https://www.banki.ru/services/responses/bank/response/10122954/
1.0,"Собиралась в срочную поездку, не хотела оставлять дома наличную валюту.",https://www.banki.ru/services/responses/bank/response/10122904/
0.0,"И так, у меня была просрочка по кредиту наличными всего то месяц, я ее погасила положив на счет деньги и они сразу заморозились и списались - это раз. Два - была просрочка 10 дней по кредитному счету карты - я ее погасила положив на счет деньги и ожидая того же алгоритма, но его не произошло и после 00 ч, я как ответственный клиент перевела самостоятельно деньги на кредитный счет, что в общем делала и раньше. Система позволила это сделать - это три. А оказалось что система еще автоматически, и раньше заморозила сумму, но почему то не сразу списала... и почему то теперь на дебетовом счете к которому прикреплен кредит наличными у меня к кредиту наличными приминусовался долг в 8300, те он увеличился. А, как бы, на кредитном счете карты он увеличился на эту сумму, но -",https://www.banki.ru/services/responses/bank/response/10122953/
0.0,"Это какой-то абсурд в советском стиле. Получить закладную мне предложили в каком-то тайном московском офисе, адрес которого невозможно найти ни на сайте, ни узнать в основном колл-центре. Отправляют звонить на такой же тайный номер телефона 8 (495) 665-86-36, где после 2-х часов ожидания очереди на лини (2-Х ЧАСОВ) звонок просто сбрасывают. Есть такая же тайная почта mfl@sberbank.ru, с которой никто не отвечает. Что делать дальше - непонятно. Спасибо за отличный сервис, пустую трату времени и отрицательные эмоции за свои же деньги, которыми были оплачены эти ""услуги"".",https://www.banki.ru/services/responses/bank/response/10122907/
1.0,"22.11.2017 через Сбербанк-онлайн я подал заявление на снижение процентной ставки по действующему кредиту на жилье (Кредитный договор №56994 от 26.10.2010 г.). Сейчас у меня ставка 14,75%. Ставки по аналогичным продуктам того же банка значительно ниже.",https://www.banki.ru/services/responses/bank/response/10122905/
0.0,"До недавнего времени я являлся постоянным клиентом этого банка, имел несколько депозитов и пр. Открывая несколько лет назад вклад специалист банка предложил мне ""в подарок"" как вкладчику завести БЕСПЛАТНУЮ транспортную карту. Этой картой я воспользовался от силы 2 или 3 раза оплачивая проезд и она в течении времени действия моих вкладов действительно была бесплатной. Однако в прошлом году я получил на телефон СМС от банка с просьбой ""оплатить долг за пользование транспортной карты"", я начал искать другие сообщения от банка на телефоне, почте и в личном кабинете, но никакой информации о плате за транспортную карту я не обнаружил. Как мне после объяснили с ДО ""Домодедовская"" банк в одностороннем порядке ввел плату за карту, которой я и не пользовался за прошедший год. Более того, уведомить меня об этом изменении банк не стал, а дождался того момента, когда у меня накопится долг и вот только тогда начал рассылать мне письма и смс о просрочке оплаты. В том же отделении ""Домодедовская"" я написал заявление о том, что картой не пользовался более 2,5 лет и о введении платы не был уведомлен. От банка, естественно, поступил отказ несмотря на то, что я хранил в банке свои сбережения многие годы. Задолженность пришлось выплатить, но такое отношение банка к своему клиенту, практически обман, я терпеть не буду, как собственно больше не планирую пользоваться услугами данного банка и своим знакомым посоветую этого не делать. Спасибо!",https://www.banki.ru/services/responses/bank/response/10122903/
0.0,"Я с 2014 года являюсь клиентом Россельхозбанка , причем все это время я добросовестно исполняла свои обязательства в рамках ипотечного договора перед банком. Верила в справедливость и в то, что в ""моем банке"" работают самые грамотные и отзывчивые специалисты. В июле 2017 года по гражданскому делу обязательство перед банком решением суда было разделено в соответствии с п. 1,2 ст. 35 СК РФ как совместная собственность. Далее решение вступило в законную силу и Суд обязал Банк разделить обязательства в равных долях между мной и бывшим супругом. Я незамедлительно обратилась в банк с письменным заявлением и просила исполнить решение суда, описав сложность всей ситуации, что планирую закрыть досрочно свою часть обязательства, что справедливо будет, если каждый  сможет впредь самостоятельно контролировать платежи и рассчитывать свои возможности. Я многократно звонила специалисту, просила ускорить, просила посодействовать. Но я не добилась правды и справедливости. Вот уже и новый год на носу, а отделение банка г. Хабаровска до сих пор бездействует и никого не волнует, что из месяца в месяц я вынуждена тянуть на себе это бремя совместного долга, отвечать по обязательствам и верить в чудо.  Я одна воспитываю ребенка и решение проблемы раздела обязательств только благоприятно отразится на благосостоянии моей маленькой семьи.  Я вынуждена обратиться опять в суд, искать поддержки у судебных приставов... Разве я к этому стремилась все это время? Почему бездействие банка имеет место быть? Почему специалист банка спокойно складывает такие дела на полку и пускает на самотек? У всех праздник, а у меня в начале января очередной платеж по договору, все 100%. Я надеюсь, что мое обращение позволит исправить ситуацию. Ведь справедливо, что подписывая кредитный договор, вторая Сторона-Банк тоже берет на себя риски, обязательства и обязана в установленные законом сроки их исполнять.",https://www.banki.ru/services/responses/bank/response/10122908/
0.0,"Заказал карту Тепло, хотел сразу именную (благо, бесплатна), 15 ноября ее оформил - ну, думаю, через неделю начну пользоваться. Не тут-то было! Карту я еще так и не получил (полтора месяца спустя!!), на многочисленные обращения в банк ответ один - 1-2 месяца (sic!), ну, и, типа, еще чем-то можем помочь, как будто уже чем-то помогли)... С Алиэкспресс посылки из Китая идут в Москву 3-4 недели. Может, карту пешим курьером с Дальнего Востока посылают?",https://www.banki.ru/services/responses/bank/response/10122906/
0.0,"На протяжении нескольких месяцев сотрудники взысканий совкомбанка звонят мне по бывшему сотруднику компании. Все данные я всегда говорил, но звонки продолжаются по сей день . Прошу немедленно исключить мой номер из базы банка и больше никогда и не по какому поводу меня не беспокоить.   Сотрудники крайне не вежливы даже хамят. На просьбы больше звонить не реагируют.",https://www.banki.ru/services/responses/bank/response/10122913/
0.0,Добрый день.,https://www.banki.ru/services/responses/bank/response/10122916/
1.0,"Два дня назад при попытке пополнить мою карту в банкомате БИНБАНКА на 15000 руб. произошел сбой терминала, в результате которого счет не был пополнен, а купюры не были возвращены. Через 2-3 минуты мне на мобильный телефон позвонили представители БИНБАНКА с вопросом, совершал ли я операции с использованием терминала. После подтверждения и моих ответов на контрольные вопросы (дата и место рождения, детали операции, с которой произошел сбой) мне сообщили, что скоро на мой мобильный номер придет смс-сообщение с номером зарегистрированного обращения. Сообщение пришло через 10 минут. Сегодня я получил новое смс-сообщение о том, что сумма 15000 руб. зачислена на мою карту, в чем я вскоре убедился. Кроме того, были начислены бонусы на мой бонусный счет.",https://www.banki.ru/services/responses/bank/response/10122919/
